url,_id,Datetime,tweetId,content,userId,username,retweetCount,media,renderedContent,likeCount,lang,source,sourceLabel,mentionedUsers,coordinates,place,outlinks,inReplyToTweetId,inReplyToUser,hashtags,cashtags
https://twitter.com/AndrePitre_LUX/status/1617516482128400385,63d272084416ea26bb4a7497,2023-01-23 13:35:55,1617516482128400385,"Si les ""morts subites"" étaient des non-vax, ça serait partout dans les médias 24/7.",2824710679,AndrePitre_LUX,626,[],"Si les ""morts subites"" étaient des non-vax, ça serait partout dans les médias 24/7.",2503,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1617514617693163520,63d272084416ea26bb4a7498,2023-01-23 13:28:31,1617514617693163520,https://t.co/tnxWUkhgNa,2824710679,AndrePitre_LUX,13,['https://pbs.twimg.com/media/FnKQ4qXacAMkOkW?format=jpg&name=large'],https://t.co/tnxWUkhgNa,60,zxx,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1617246170258018304,63d272084416ea26bb4a7499,2023-01-22 19:41:48,1617246170258018304,Censure importante,2824710679,AndrePitre_LUX,2,[],Censure importante,8,it,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,[],[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1617245854120673281,63d272084416ea26bb4a749a,2023-01-22 19:40:33,1617245854120673281,chúc mừng năm mới,2824710679,AndrePitre_LUX,0,[],chúc mừng năm mới,6,vi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,[],[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1617176818640949248,63d272084416ea26bb4a749b,2023-01-22 15:06:13,1617176818640949248,Chúc mừng năm mới,2824710679,AndrePitre_LUX,0,[],Chúc mừng năm mới,7,vi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1617165777995718656,63d272084416ea26bb4a749c,2023-01-22 14:22:21,1617165777995718656,Évidemment que les milliardaires viendront habiter avec nous dans ces magnifiques cités. C’est pas juste pour enfermer les survivants de leur vaccin pendant qu’ils volent le reste de la planète.,2824710679,AndrePitre_LUX,29,[],Évidemment que les milliardaires viendront habiter avec nous dans ces magnifiques cités. C’est pas juste pour enfermer les survivants de leur vaccin pendant qu’ils volent le reste de la planète.,37,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,[],[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1617134269834428419,63d272084416ea26bb4a749d,2023-01-22 12:17:09,1617134269834428419,"Et ça commence. Comme je le dis depuis un bon bout, ce sont les vaccinés en colère qui iront manifester.",2824710679,AndrePitre_LUX,300,[],"Et ça commence. Comme je le dis depuis un bon bout, ce sont les vaccinés en colère qui iront manifester.",713,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,[],[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1617133656379691009,63d272084416ea26bb4a749e,2023-01-22 12:14:43,1617133656379691009,Merci pour le souvenir.,2824710679,AndrePitre_LUX,19,[],Merci pour le souvenir.,83,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,[],[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1616474329503657985,63d272084416ea26bb4a749f,2023-01-20 16:34:47,1616474329503657985,"@JoseTre03103515 je crois être pas mal plus factuel que lui.  Je fais mes recherches, lui a des recherchistes qui ne connaissent rien.",2824710679,AndrePitre_LUX,0,[],"@JoseTre03103515 je crois être pas mal plus factuel que lui.  Je fais mes recherches, lui a des recherchistes qui ne connaissent rien.",6,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,"[{'username': 'JoseTre03103515', 'id': 1590814334388785152, 'displayname': 'Josée Tremblay'}]",[],[],[],1.616461911587197e+18,"[{'username': 'JoseTre03103515', 'id': 1590814334388785152, 'displayname': 'Josée Tremblay', 'rawDescription': None, 'renderedDescription': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'protected': None}]",,
https://twitter.com/AndrePitre_LUX/status/1616452913622032387,63d272084416ea26bb4a74a0,2023-01-20 15:09:41,1616452913622032387,"Je serai en direct à 13h30 avec Yann Roshdy pour MÉTÉO COVIDIENNE.  Aujourd'hui: le récit s'effondre sous les mensonges.

luxmedia.info/emissions/mete… https://t.co/aoY5eWeHhG",2824710679,AndrePitre_LUX,16,['https://pbs.twimg.com/media/Fm7LRr2WYAEgYRp?format=jpg&name=large'],"Je serai en direct à 13h30 avec Yann Roshdy pour MÉTÉO COVIDIENNE.  Aujourd'hui: le récit s'effondre sous les mensonges.

luxmedia.info/emissions/mete… https://t.co/aoY5eWeHhG",42,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],"[{'text': 'luxmedia.info/emissions/mete…', 'url': 'https://luxmedia.info/emissions/meteo-covidienne-avec-yann-roshdy-le-recit-s-ecroule-sous-les-mensonges', 'tcourl': 'https://t.co/eb3DORuGge', 'indices': [122, 145]}]",,[],,
https://twitter.com/AndrePitre_LUX/status/1616452530837544962,63d272084416ea26bb4a74a1,2023-01-20 15:08:10,1616452530837544962,"Je serai en direct avec Yann Roshdy à MIDI pour notre émission de réinformation.  Aujourd'hui:  des illégaux peuvent devenir policiers en Californie; John Kerry croit que les extraterrestres sont venus sauver la planète

luxmedia.info/emissions/rein… https://t.co/imnlodSXbo",2824710679,AndrePitre_LUX,2,['https://pbs.twimg.com/media/Fm7K6_OWAAAU3Md?format=jpg&name=large'],"Je serai en direct avec Yann Roshdy à MIDI pour notre émission de réinformation.  Aujourd'hui:  des illégaux peuvent devenir policiers en Californie; John Kerry croit que les extraterrestres sont venus sauver la planète

luxmedia.info/emissions/rein… https://t.co/imnlodSXbo",9,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],"[{'text': 'luxmedia.info/emissions/rein…', 'url': 'https://luxmedia.info/emissions/reinformation-20-01-2023-la-californie-permet-aux-illegaux-de-devenir-policiers-davos-wokisme', 'tcourl': 'https://t.co/ICeoETUcLW', 'indices': [221, 244]}]",,[],,
https://twitter.com/AndrePitre_LUX/status/1616442258898706433,63d272084416ea26bb4a74a2,2023-01-20 14:27:21,1616442258898706433,"Pourquoi est-ce que Richard Vaccineau est d'accord pour que les médias parlent d'effets secondaires?  Sa position est que le gouvernement devrait vous obliger à vous faire empoisonner.

rumble.com/v26b62c-vaccin…",2824710679,AndrePitre_LUX,49,[],"Pourquoi est-ce que Richard Vaccineau est d'accord pour que les médias parlent d'effets secondaires?  Sa position est que le gouvernement devrait vous obliger à vous faire empoisonner.

rumble.com/v26b62c-vaccin…",158,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],"[{'text': 'rumble.com/v26b62c-vaccin…', 'url': 'https://rumble.com/v26b62c-vaccineau-vs-nuremberg-lobligation-vaccinale.html', 'tcourl': 'https://t.co/KVLDpwdPYM', 'indices': [186, 209]}]",,[],,
https://twitter.com/AndrePitre_LUX/status/1616084427565678594,63d272084416ea26bb4a74a3,2023-01-19 14:45:27,1616084427565678594,"Je serai en direct à MIDI pour mon émission de réinformation.  Aujourd'hui: PSY-OP COVID: ça commence à leur péter au visage; Ivan Provorov ne cède pas au chantage LGBT; la famille de Stéphanie Warriner intente une poursuite de 16M$.

luxmedia.info/emissions/rein… https://t.co/YFAAv61DGy",2824710679,AndrePitre_LUX,4,['https://pbs.twimg.com/media/Fm18H7paEAIsePB?format=jpg&name=large'],"Je serai en direct à MIDI pour mon émission de réinformation.  Aujourd'hui: PSY-OP COVID: ça commence à leur péter au visage; Ivan Provorov ne cède pas au chantage LGBT; la famille de Stéphanie Warriner intente une poursuite de 16M$.

luxmedia.info/emissions/rein… https://t.co/YFAAv61DGy",21,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],"[{'text': 'luxmedia.info/emissions/rein…', 'url': 'https://luxmedia.info/emissions/reinformation-19-01-2022-psy-op-covid-ca-commence-a-leur-peter-au-visage-et-on-ne-les-lachera-pas', 'tcourl': 'https://t.co/tZyMi7yd1H', 'indices': [235, 258]}]",,[],,
https://twitter.com/AndrePitre_LUX/status/1615896404978712576,63d272084416ea26bb4a74a4,2023-01-19 02:18:19,1615896404978712576,"RT @TheRealKeean: Last night, Trudeau's motorcade was met by a wall of angry protesters in Windsor, Ontario. Locals calling on the beleague…",2824710679,AndrePitre_LUX,2416,[],"RT @TheRealKeean: Last night, Trudeau's motorcade was met by a wall of angry protesters in Windsor, Ontario. Locals calling on the beleague…",0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,"[{'username': 'TheRealKeean', 'id': 961134787, 'displayname': 'Keean Bexte'}]",[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1615831672510980097,63d272084416ea26bb4a74a5,2023-01-18 22:01:06,1615831672510980097,"RT @MichaelPSenger: Similarly, in an interview with Bill Maher, celebrity scientist Neil DeGrasse Tyson argued that we can’t assess the eff…",2824710679,AndrePitre_LUX,127,[],"RT @MichaelPSenger: Similarly, in an interview with Bill Maher, celebrity scientist Neil DeGrasse Tyson argued that we can’t assess the eff…",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,"[{'username': 'MichaelPSenger', 'id': 1679362640, 'displayname': 'Michael P Senger'}]",[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1615803691985997834,63d272084416ea26bb4a74a6,2023-01-18 20:09:55,1615803691985997834,Des gardes de sécurités zélés tuent une jeune femme parce que son masque est sous son nez (elle ne pouvait pas respirer) et il n'y a AUCUNE forme de colère dans la population.  Est-ce qu'il y a juste la mort des criminels qui peut soulever la colère de la population?,2824710679,AndrePitre_LUX,60,[],Des gardes de sécurités zélés tuent une jeune femme parce que son masque est sous son nez (elle ne pouvait pas respirer) et il n'y a AUCUNE forme de colère dans la population.  Est-ce qu'il y a juste la mort des criminels qui peut soulever la colère de la population?,130,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1615786208507969536,63d272084416ea26bb4a74a7,2023-01-18 19:00:26,1615786208507969536,"Mireille Rose sera en direct à 16h pour son émission MÉZANMI!!!  

luxmedia.info/emissions/meza… https://t.co/Ykjvc1MYwp",2824710679,AndrePitre_LUX,4,['https://pbs.twimg.com/media/Fmxs6KnWQAQFbaZ?format=jpg&name=large'],"Mireille Rose sera en direct à 16h pour son émission MÉZANMI!!!  

luxmedia.info/emissions/meza… https://t.co/Ykjvc1MYwp",22,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],"[{'text': 'luxmedia.info/emissions/meza…', 'url': 'https://luxmedia.info/emissions/mezanmi-18-01-2023-quebec-corrompu-inc', 'tcourl': 'https://t.co/e6BN2vQJ7j', 'indices': [67, 90]}]",,[],,
https://twitter.com/AndrePitre_LUX/status/1615457849915711501,63d272084416ea26bb4a74a8,2023-01-17 21:15:39,1615457849915711501,"Je serai en direct à 19h avec Ken Pereira.  Ken nous fait ses 20 prédictions pour 2023.

luxmedia.info/emissions/comp… https://t.co/lezGJ3BMdE",2824710679,AndrePitre_LUX,11,['https://pbs.twimg.com/media/FmtCQ-MXoAUHHAL?format=jpg&name=large'],"Je serai en direct à 19h avec Ken Pereira.  Ken nous fait ses 20 prédictions pour 2023.

luxmedia.info/emissions/comp… https://t.co/lezGJ3BMdE",23,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],"[{'text': 'luxmedia.info/emissions/comp…', 'url': 'https://luxmedia.info/emissions/complot-inc-avec-ken-pereira-mes-20-predictions-pour-2023', 'tcourl': 'https://t.co/qDa1nG1os7', 'indices': [89, 112]}]",,[],,
https://twitter.com/AndrePitre_LUX/status/1615355354468216832,63d272084416ea26bb4a74a9,2023-01-17 14:28:23,1615355354468216832,"Je serai en direct à midi pour mon émission de réinformation.  Aujourd'hui: les agents qui ont tué Stéphanie Warriner ne seront pas poursuivis; l'armée brésilienne soutient son peuple; retour prochain des mandats de masques?

luxmedia.info/emissions/rein… https://t.co/vwR6A37IHT",2824710679,AndrePitre_LUX,8,['https://pbs.twimg.com/media/FmrlCZ-XEAUt1Cv?format=jpg&name=large'],"Je serai en direct à midi pour mon émission de réinformation.  Aujourd'hui: les agents qui ont tué Stéphanie Warriner ne seront pas poursuivis; l'armée brésilienne soutient son peuple; retour prochain des mandats de masques?

luxmedia.info/emissions/rein… https://t.co/vwR6A37IHT",12,fr,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Twitter Web App,[],[],[],"[{'text': 'luxmedia.info/emissions/rein…', 'url': 'https://luxmedia.info/emissions/reinformation-17-01-2023-les-agents-qui-ont-tue-stephanie-warriner-ne-seront-pas-poursuivis', 'tcourl': 'https://t.co/3XN1DzgSAb', 'indices': [226, 249]}]",,[],,
https://twitter.com/AndrePitre_LUX/status/1615292098990804994,63d272084416ea26bb4a74aa,2023-01-17 10:17:01,1615292098990804994,RT @_Janey_J: RIP Australia https://t.co/A3wiXNoVRr,2824710679,AndrePitre_LUX,1028,['https://video.twimg.com/ext_tw_video/1614074809108897792/pu/vid/480x270/pd7Yl4LUh-aS97sZ.mp4?tag=12'],RT @_Janey_J: RIP Australia https://t.co/A3wiXNoVRr,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,"[{'username': '_Janey_J', 'id': 1538833303863713796, 'displayname': 'Janey'}]",[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1615291908586192896,63d272084416ea26bb4a74ab,2023-01-17 10:16:16,1615291908586192896,"Non, ils sont furieux contre les messagers et continuent de croire les médias financés par les gouvernements contrôlés par les vendeurs de vaccin.",2824710679,AndrePitre_LUX,8,[],"Non, ils sont furieux contre les messagers et continuent de croire les médias financés par les gouvernements contrôlés par les vendeurs de vaccin.",44,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,[],[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1615291448307458048,63d272084416ea26bb4a74ac,2023-01-17 10:14:26,1615291448307458048,"RT @Project_Veritas: Feb 2022: Chris Cole @US_FDA Exec reveals corrupt business practices with Big Pharma

""There's a money incentive for P…",2824710679,AndrePitre_LUX,8012,[],"RT @Project_Veritas: Feb 2022: Chris Cole @US_FDA Exec reveals corrupt business practices with Big Pharma

""There's a money incentive for P…",0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,"[{'username': 'Project_Veritas', 'id': 850036892, 'displayname': 'Project Veritas'}, {'username': 'US_FDA', 'id': 208120290, 'displayname': 'U.S. FDA'}]",[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1615291354480795649,63d272084416ea26bb4a74ad,2023-01-17 10:14:04,1615291354480795649,"RT @DrAseemMalhotra: BREAKING BBC News:

Cardiologist says likely contributory factor to excess cardiovascular deaths is covid mRNA vaccine…",2824710679,AndrePitre_LUX,71954,[],"RT @DrAseemMalhotra: BREAKING BBC News:

Cardiologist says likely contributory factor to excess cardiovascular deaths is covid mRNA vaccine…",0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,"[{'username': 'DrAseemMalhotra', 'id': 472777204, 'displayname': 'Dr Aseem Malhotra'}]",[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1615290617130635264,63d272084416ea26bb4a74ae,2023-01-17 10:11:08,1615290617130635264,RT @SebGorka: Is there anyone dumber than AOC? https://t.co/dV9DPf5VV0,2824710679,AndrePitre_LUX,1484,['https://video.twimg.com/amplify_video/1614070461973032960/pl/SZizQmELEA4CQuXs.m3u8?tag=16&container=fmp4'],RT @SebGorka: Is there anyone dumber than AOC? https://t.co/dV9DPf5VV0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,"[{'username': 'SebGorka', 'id': 2417586104, 'displayname': 'Sebastian Gorka DrG'}]",[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1615290494958899200,63d272084416ea26bb4a74af,2023-01-17 10:10:39,1615290494958899200,RT @ThomasGerbet: C’est finalement plus de 100 millions de dollars qui ont été octroyés à la firme McKinsey sous Justin Trudeau 👇https://t.…,2824710679,AndrePitre_LUX,534,[],RT @ThomasGerbet: C’est finalement plus de 100 millions de dollars qui ont été octroyés à la firme McKinsey sous Justin Trudeau 👇https://t.…,0,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,"[{'username': 'ThomasGerbet', 'id': 24870510, 'displayname': 'Thomas Gerbet'}]",[],[],[],,[],,
https://twitter.com/AndrePitre_LUX/status/1615290393775706113,63d272084416ea26bb4a74b0,2023-01-17 10:10:15,1615290393775706113,"RT @gillesbellerose: Petit souvenir de 2020, où ils vous prenait déjà pour des cons. Dans cette mise en scène, regardez la seringue attenti…",2824710679,AndrePitre_LUX,151,[],"RT @gillesbellerose: Petit souvenir de 2020, où ils vous prenait déjà pour des cons. Dans cette mise en scène, regardez la seringue attenti…",0,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Twitter for iPhone,"[{'username': 'gillesbellerose', 'id': 111772556, 'displayname': 'Games N Roses'}]",[],[],[],,[],,
